raw_venue_string,canonical_venue,altitude_m,altitude_source,confidence,notes
"Ahmadu Bello Stadium, Kaduna (NGR)","Ahmadu Bello Stadium, Kaduna",616,llm_gemini_v4,high,"Altitude based on topographic data for the city of Kaduna, Nigeria, where the stadium is located."
"Radiomäen urheilukenttä, Lahti (FIN)","Radiomaen Urheilukentta, Lahti",145,llm_gemini_v4,high,"Elevation derived from topographic map data for the specific coordinates of the athletics field, which is located on the Radiomäki hill."
"Estadio de Atletismo La Flora, Bucaramanga (COL)","Estadio de Atletismo La Flora, Bucaramanga",960,llm_gemini_v4,high,Based on the well-established altitude of the city of Bucaramanga (approx. 959m) and confirmed by topographic data for the stadium's specific location.
"Tibblevallen, Stockholm (SWE)","Tibblevallen, Stockholm",12,llm_gemini_v4,high,"Altitude derived from digital elevation models for the specific coordinates of Tibblevallen stadium in Täby, part of the Stockholm urban area."
Gold Coast (AUS),Gold Coast,6,llm_gemini_v4,high,"The venue is the city of Gold Coast, a coastal location in Australia. The primary athletics venue, Carrara Stadium (used for the 2018 Commonwealth Games), is located on a coastal plain with an elevation of approximately 6 meters above sea level."
"Hoërskool Stadium, Stellenbosch (RSA)","Hoerskool Stadium, Stellenbosch",117,llm_gemini_v4,high,"Altitude derived from topographical map data for the athletics track at Paul Roos Gymnasium, the most prominent 'Hoerskool' (High School) stadium in Stellenbosch."
"Stade Bouleyres, Bulle (SUI)","Stade Bouleyres, Bulle",771,llm_gemini_v4,high,"Based on the official elevation of the town of Bulle, Switzerland, where the stadium is located."
Bucureşti (ROU),"Stadionul Iolanda Balas Soter, Bucharest",79,llm_gemini_v4,medium,"Inferred the venue as Stadionul Iolanda Balas Soter, the primary national athletics stadium in Bucharest, as no specific venue was provided. Altitude is based on topographic data for the stadium's specific location."
"New York, NY (USA)","New York, NY",4,llm_gemini_v4,medium,"The raw string does not specify a venue. Altitude is based on Icahn Stadium on Randall's Island, a primary outdoor athletics venue in New York City, which is near sea level. Confidence is medium due to the venue ambiguity."
"Sports Complex, Sector 7, Chandigarh (IND)","Sports Complex, Sector 7, Chandigarh",336,llm_gemini_v4,high,"Based on topographical data for Chandigarh. The city's average elevation is 321m, and the specific location of the Sector 7 Sports Complex is approximately 336m above sea level."
"Spordihall, Tallinn (EST)","Tallinna Spordihall, Tallinn",11,llm_gemini_v4,high,"Identified as the Tallinna Spordihall, a prominent indoor athletics venue. Altitude is based on topographic data for the venue's specific address."
"LOC Manēža, Liepaja (LAT)","LOC Maneza, Liepaja",5,llm_gemini_v4,high,Liepaja is a coastal city on the Baltic Sea. The venue's specific location is confirmed by topographic data to be approximately 5 meters above sea level.
"Ugrócsarnok, Tatabánya (HUN)","Ugrócsarnok, Tatabánya",166,llm_gemini_v4,high,"Altitude based on topographical data for the specific location of the venue in Tatabánya, Hungary."
"Kuopio-halli, Kuopio (FIN)","Kuopio-halli, Kuopio",88,llm_gemini_v4,high,"Elevation based on topographic data for the specific location of the indoor hall. The city of Kuopio is situated on the shore of Lake Kallavesi, which has a surface elevation of approximately 82 meters."
"Estadio Palillo, Ciudad de México (MEX)","Estadio Palillo, Mexico City",2230,llm_gemini_v4,high,"The stadium is located in the Magdalena Mixhuca Sports City complex in Mexico City. The altitude is consistent with the city's well-known elevation, confirmed by topographical data for the venue's specific coordinates."
"Florida State University - Mike Long Track, Tallahassee, FL (USA)","Mike Long Track, Tallahassee",58,llm_gemini_v4,high,Elevation derived from topographic map data for the specific coordinates of the Mike Long Track at Florida State University.
Bogotá (COL),Bogotá,2562,llm_gemini_v4,high,"Bogotá is a well-known high-altitude city. The altitude is based on the Estadio de Atletismo El Salitre, the city's primary athletics venue, as listed by World Athletics."
"Sätra Friidrottshall, Sätra (SWE)","Sätra Friidrottshall, Sätra",40,llm_gemini_v4,high,"Elevation for the specific indoor venue location in Sätra, Stockholm, determined from topographical map data."
"Ruonalan urheiluhalli, Kotka (FIN)","Ruonalan Urheiluhalli, Kotka",4,llm_gemini_v4,high,Based on topographic map data for the specific venue location in the coastal city of Kotka.
"Linnastaadion, Jöhvi (EST)","Linnastaadion, Johvi",47,llm_gemini_v4,high,"Elevation derived from geographic coordinates (approx. 59.356° N, 27.423° E) of the stadium using topographic data."
"Karhulan keskuskenttä, Kotka (FIN)","Karhulan Keskuskentta, Kotka",6,llm_gemini_v4,high,"Elevation derived from topographic map data for the venue's specific coordinates (approx. 60.51° N, 26.93° E)."
"Olympiastadion, Helsinki (FIN)","Olympiastadion, Helsinki",20,llm_gemini_v4,high,"Elevation derived from topographic data for the stadium's specific geographic coordinates (60.187° N, 24.927° E)."
"Rice University Ley Track/Holloway Field, Houston, TX (USA)","Rice University Ley Track/Holloway Field, Houston",14,llm_gemini_v4,high,"Based on topographical map data for the Rice University campus, which is consistently around 45 feet (14m) above sea level."
"Park West Ath. Complex, San Antonio, TX (USA)","Park West Athletics Complex, San Antonio, TX",279,llm_gemini_v4,high,Elevation derived from topographical map data for the venue's specific address.
"Sportplatz des OSP Magdeburg, Magdeburg (GER)","Sportplatz des OSP Magdeburg, Magdeburg",47,llm_gemini_v4,high,"Elevation for the specific coordinates of Olympiastützpunkt Magdeburg (approx. 52.11° N, 11.64° E) is consistently reported as ~47m by multiple topographic data sources."
"David Weir Leisure Centre, London (GBR)","David Weir Leisure Centre, London",44,llm_gemini_v4,high,"Elevation derived from topographic data for the venue's specific location in Carshalton, London Borough of Sutton."
"Showa Denko Stadium, Oita (JPN)","Showa Denko Stadium, Oita",7,llm_gemini_v4,high,"Altitude derived from topographic map data for the stadium's specific coordinates (approx. 33.20°N, 131.66°E), consistent with its location on the Oita coastal plain."
"Municipal Stadium, Kilkis (GRE)","Municipal Stadium, Kilkis",278,llm_gemini_v4,high,Based on topographical data for the stadium's location and the average elevation of the city of Kilkis.
"Sportcomplex Het Langepad, Rotterdam (NED)","Sportcomplex Het Langepad, Rotterdam",-5,llm_gemini_v4,high,"The venue is located in the Kralingen district of Rotterdam, a city famous for being largely below sea level. The specific location is in a polder, and topographical data for its coordinates confirms an elevation of approximately -5 meters."
"Willy-Lemkens-Sportpark, Sonsbeck (GER)","Willy-Lemkens-Sportpark, Sonsbeck",32,llm_gemini_v4,high,"Elevation derived from topographic maps for the specific location of the sports park in Sonsbeck, Germany."
"Stadio Mario Lancellotta, Isernia (ITA)","Stadio Mario Lancellotta, Isernia",425,llm_gemini_v4,high,Based on the known elevation of the city of Isernia and confirmed with topographical data for the stadium's specific coordinates.
Osaka (JPN),"Nagai Stadium, Osaka",8,llm_gemini_v4,high,"The raw string only specifies the city. Nagai Stadium is the primary international athletics venue in Osaka, having hosted the 2007 IAAF World Championships. The altitude is based on topographic data for the stadium's specific location in Nagai Park."
Al-Kuwait (KUW),"Al Kuwait Sports Club Stadium, Kuwait City",17,llm_gemini_v4,high,"Identified as the Al-Kuwait Sports Club Stadium (Kaifan Stadium) in Kuwait City, the primary athletics venue for events listed under this name. Altitude is from topographical data for the stadium's specific location."
"Estádio Cidade de Coimbra, Coimbra (POR)","Estadio Cidade de Coimbra, Coimbra",28,llm_gemini_v4,high,"Altitude derived from topographic data for the stadium's specific coordinates (approx. 40.2000° N, 8.4167° W)."
"Swansea Bay Sports Park, Swansea (GBR)","Swansea Bay Sports Park, Swansea",6,llm_gemini_v4,high,Based on satellite and topographic data for the venue's specific location on the coast of Swansea Bay.
"Grenzlandstadion, Mönchengladbach (GER)","Grenzlandstadion, Monchengladbach",70,llm_gemini_v4,high,"Elevation derived from topographic map data for the stadium's specific coordinates (approx. 51.17° N, 6.45° E)."
"Stadio Giuseppe Grezar, Trieste (ITA)","Stadio Giuseppe Grezar, Trieste",11,llm_gemini_v4,high,"Elevation derived from digital elevation models for the specific coordinates of the stadium in the Valmaura district of Trieste, which is near sea level."
"Estadio Salvador Alvarado, Mérida (MEX)","Estadio Salvador Alvarado, Merida",9,llm_gemini_v4,high,"Based on the known elevation of the city of Mérida, Yucatán, which is approximately 9 meters above sea level. The terrain is very flat, and the stadium's specific elevation is consistent with this."
"Stadion Čestmíra Dudy, Bílina (CZE)","Stadion Cestmira Dudy, Bilina",207,llm_gemini_v4,high,"Based on the published average elevation of the city of Bílina, Czech Republic, which is consistent with topographical data for the stadium's specific location."
"Stade Marcel Guillot, Le Neubourg (FRA)","Stade Marcel Guillot, Le Neubourg",150,llm_gemini_v4,high,"Elevation derived from topographic data for the specific coordinates of the stadium in Le Neubourg, which is situated on a plateau."
"Herbert-Schade Sportanlage, Solingen (GER)","Herbert-Schade Sportanlage, Solingen",232,llm_gemini_v4,high,Altitude sourced from German athletics database (leichtathletik-datenbank.de) and confirmed with topographical maps of the venue's specific location.
"Atletický stadion, Klášterec nad Ohří (CZE)","Atleticky Stadion, Klasterec nad Ohri",313,llm_gemini_v4,high,"Altitude derived from topographic data for the stadium's specific coordinates (approx. 50.389°N, 13.183°E)."
"Estadio Lucas Pacheco, Santiago de Chile (CHI)","Estadio Lucas Pacheco, Santiago de Chile",708,llm_gemini_v4,high,"The stadium is located at the Escuela Militar in the Las Condes commune of Santiago. Elevation was determined using topographical data for its specific coordinates (approx. -33.41, -70.57)."
"Telford Athletics Stadium, Telford (GBR)","Telford Athletics Stadium, Telford",155,llm_gemini_v4,high,"Altitude derived from topographic map data for the stadium's specific location (approx. 52.700°N, 2.465°W)."
"Complejo Deportivo de Quetzaltenango, Quetzaltenango (GUA)","Complejo Deportivo de Quetzaltenango, Quetzaltenango",2380,llm_gemini_v4,high,"Quetzaltenango is a well-known high-altitude city. The Estadio Mario Camposeco, the main stadium within the sports complex, is consistently cited at an elevation of 2,380m."
"Sports Village Track, Middlesbrough (GBR)","Sports Village Track, Middlesbrough",11,llm_gemini_v4,high,Altitude derived from topographical map data for the specific coordinates of the Middlesbrough Sports Village.
"Taichung City Fengyuan Stadium, Taichung (TPE)","Taichung City Fengyuan Stadium, Taichung",136,llm_gemini_v4,high,"Altitude derived from topographic data for the stadium's specific coordinates (approx. 24.25° N, 120.72° E)."
"Městský stadión Černá hora, Litomyšl (CZE)","Mestsky Stadion Cerna Hora, Litomysl",348,llm_gemini_v4,high,"Elevation derived from topographic map data for the specific stadium location in Litomyšl, which is situated at approximately 348m."
"Atleticky štadión TJ Stavbár, Nitra (SVK)","Atleticky Stadion TJ Stavbar, Nitra",142,llm_gemini_v4,high,"Elevation derived from topographical data for the stadium's specific coordinates (approx. 48.303° N, 18.098° E)."
"Snekkersten Idrætscenter, Snekkersten (DEN)","Snekkersten Idrætscenter, Snekkersten",11,llm_gemini_v4,high,"Elevation data for the venue's specific address (Agnetevej 1, Snekkersten) in a low-lying coastal town, confirmed via digital elevation models."
"Lanitio Stadium, Limassol (CYP)","Lanitio Stadium, Limassol",12,llm_gemini_v4,high,"Altitude derived from topographical map data for the specific coordinates of Lanitio Stadium (approx. 34.689° N, 33.027° E) in the coastal city of Limassol."
"Pista de Atletismo da Universidade de Brasilia, Brasilia (BRA)","Pista de Atletismo da Universidade de Brasilia, Brasilia",1157,llm_gemini_v4,high,Based on topographic data for the Centro Olímpico at the University of Brasília. The city of Brasilia is located on the high-altitude Planalto Central.
"Kamaritsa Stadium, Lamia (GRE)","Kamaritsa Stadium, Lamia",24,llm_gemini_v4,high,Altitude derived from topographic data for the specific coordinates of the Lamia Municipal Stadium (Kamaritsa).
